keyword,batch,geo_name,geo_code,index
custom cabinets,5,New Hampshire,US-NH,5
custom closet,5,New Hampshire,US-NH,3
custom dining table,5,New Hampshire,US-NH,0
dining chair,5,New Hampshire,US-NH,15
dining table,5,Kentucky,US-KY,78
custom cabinets,5,Kentucky,US-KY,5
custom closet,5,Kentucky,US-KY,1
custom dining table,5,Kentucky,US-KY,0
dining chair,5,Kentucky,US-KY,16
dining table,5,Mississippi,US-MS,80
custom cabinets,5,Mississippi,US-MS,3
custom closet,5,Mississippi,US-MS,1
custom dining table,5,Mississippi,US-MS,0
dining chair,5,Mississippi,US-MS,16
dining table,5,Indiana,US-IN,78
custom cabinets,5,Indiana,US-IN,4
custom closet,5,Indiana,US-IN,1
custom dining table,5,Indiana,US-IN,0
dining chair,5,Indiana,US-IN,17
dining table,5,Arkansas,US-AR,77
custom cabinets,5,Arkansas,US-AR,5
custom closet,5,Arkansas,US-AR,1
custom dining table,5,Arkansas,US-AR,0
dining chair,5,Arkansas,US-AR,17
dining table,5,Maine,US-ME,76
custom cabinets,5,Maine,US-ME,5
custom closet,5,Maine,US-ME,2
custom dining table,5,Maine,US-ME,0
dining chair,5,Maine,US-ME,17
dining table,5,Vermont,US-VT,75
custom cabinets,5,Vermont,US-VT,3
custom closet,5,Vermont,US-VT,2
custom dining table,5,Vermont,US-VT,0
dining chair,5,Vermont,US-VT,20
dining table,5,New Mexico,US-NM,81
custom cabinets,5,New Mexico,US-NM,4
custom closet,5,New Mexico,US-NM,1
custom dining table,5,New Mexico,US-NM,0
dining chair,5,New Mexico,US-NM,14
dining table,5,Nebraska,US-NE,75
custom cabinets,5,Nebraska,US-NE,7
custom closet,5,Nebraska,US-NE,2
custom dining table,5,Nebraska,US-NE,0
dining chair,5,Nebraska,US-NE,16
dining table,5,Wisconsin,US-WI,76
custom cabinets,5,Wisconsin,US-WI,6
custom closet,5,Wisconsin,US-WI,1
custom dining table,5,Wisconsin,US-WI,0
dining chair,5,Wisconsin,US-WI,17
dining table,5,Hawaii,US-HI,78
custom cabinets,5,Hawaii,US-HI,4
custom closet,5,Hawaii,US-HI,2
custom dining table,5,Hawaii,US-HI,0
dining chair,5,Hawaii,US-HI,16
dining table,5,Iowa,US-IA,77
custom cabinets,5,Iowa,US-IA,6
custom closet,5,Iowa,US-IA,1
custom dining table,5,Iowa,US-IA,0
dining chair,5,Iowa,US-IA,16
dining table,5,Montana,US-MT,75
custom cabinets,5,Montana,US-MT,5
custom closet,5,Montana,US-MT,1
custom dining table,5,Montana,US-MT,1
dining chair,5,Montana,US-MT,18
dining table,5,West Virginia,US-WV,80
custom cabinets,5,West Virginia,US-WV,4
custom closet,5,West Virginia,US-WV,1
custom dining table,5,West Virginia,US-WV,0
dining chair,5,West Virginia,US-WV,15
dining table,5,South Dakota,US-SD,77
custom cabinets,5,South Dakota,US-SD,6
custom closet,5,South Dakota,US-SD,1
custom dining table,5,South Dakota,US-SD,0
dining chair,5,South Dakota,US-SD,16
dining table,5,North Dakota,US-ND,74
custom cabinets,5,North Dakota,US-ND,7
custom closet,5,North Dakota,US-ND,1
custom dining table,5,North Dakota,US-ND,0
dining chair,5,North Dakota,US-ND,18
dining table,5,Alaska,US-AK,76
custom cabinets,5,Alaska,US-AK,4
custom closet,5,Alaska,US-AK,2
custom dining table,5,Alaska,US-AK,0
dining chair,5,Alaska,US-AK,18
dining table,6,Wyoming,US-WY,35
custom dining chair,6,Wyoming,US-WY,0
accent chair,6,Wyoming,US-WY,9
custom accent chair,6,Wyoming,US-WY,0
bench,6,Wyoming,US-WY,56
dining table,6,New Jersey,US-NJ,34
custom dining chair,6,New Jersey,US-NJ,0
accent chair,6,New Jersey,US-NJ,4
custom accent chair,6,New Jersey,US-NJ,0
bench,6,New Jersey,US-NJ,62
dining table,6,New York,US-NY,35
custom dining chair,6,New York,US-NY,0
accent chair,6,New York,US-NY,4
custom accent chair,6,New York,US-NY,0
bench,6,New York,US-NY,61
dining table,6,District of Columbia,US-DC,34
custom dining chair,6,District of Columbia,US-DC,0
accent chair,6,District of Columbia,US-DC,5
custom accent chair,6,District of Columbia,US-DC,0
bench,6,District of Columbia,US-DC,61
dining table,6,California,US-CA,32
custom dining chair,6,California,US-CA,0
accent chair,6,California,US-CA,3
custom accent chair,6,California,US-CA,0
bench,6,California,US-CA,65
dining table,6,Florida,US-FL,34
custom dining chair,6,Florida,US-FL,0
accent chair,6,Florida,US-FL,4
custom accent chair,6,Florida,US-FL,0
bench,6,Florida,US-FL,62
dining table,6,Connecticut,US-CT,30
custom dining chair,6,Connecticut,US-CT,0
accent chair,6,Connecticut,US-CT,4
custom accent chair,6,Connecticut,US-CT,0
bench,6,Connecticut,US-CT,66
dining table,6,Massachusetts,US-MA,29
custom dining chair,6,Massachusetts,US-MA,0
accent chair,6,Massachusetts,US-MA,4
custom accent chair,6,Massachusetts,US-MA,0
bench,6,Massachusetts,US-MA,67
dining table,6,Washington,US-WA,28
custom dining chair,6,Washington,US-WA,0
accent chair,6,Washington,US-WA,3
custom accent chair,6,Washington,US-WA,0
bench,6,Washington,US-WA,69
dining table,6,Georgia,US-GA,29
custom dining chair,6,Georgia,US-GA,0
accent chair,6,Georgia,US-GA,5
custom accent chair,6,Georgia,US-GA,0
bench,6,Georgia,US-GA,66
dining table,6,Maryland,US-MD,30
custom dining chair,6,Maryland,US-MD,0
accent chair,6,Maryland,US-MD,4
custom accent chair,6,Maryland,US-MD,0
bench,6,Maryland,US-MD,66
dining table,6,North Carolina,US-NC,29
custom dining chair,6,North Carolina,US-NC,0
accent chair,6,North Carolina,US-NC,4
custom accent chair,6,North Carolina,US-NC,0
bench,6,North Carolina,US-NC,67
dining table,6,Kansas,US-KS,27
custom dining chair,6,Kansas,US-KS,0
accent chair,6,Kansas,US-KS,4
custom accent chair,6,Kansas,US-KS,0
bench,6,Kansas,US-KS,69
dining table,6,Arizona,US-AZ,29
custom dining chair,6,Arizona,US-AZ,0
accent chair,6,Arizona,US-AZ,4
custom accent chair,6,Arizona,US-AZ,0
bench,6,Arizona,US-AZ,67
dining table,6,South Carolina,US-SC,28
custom dining chair,6,South Carolina,US-SC,0
accent chair,6,South Carolina,US-SC,4
custom accent chair,6,South Carolina,US-SC,0
bench,6,South Carolina,US-SC,68
dining table,6,Texas,US-TX,29
custom dining chair,6,Texas,US-TX,0
accent chair,6,Texas,US-TX,4
custom accent chair,6,Texas,US-TX,0
bench,6,Texas,US-TX,67
dining table,6,Virginia,US-VA,30
custom dining chair,6,Virginia,US-VA,0
accent chair,6,Virginia,US-VA,4
custom accent chair,6,Virginia,US-VA,0
bench,6,Virginia,US-VA,66
dining table,6,Alabama,US-AL,29
custom dining chair,6,Alabama,US-AL,0
accent chair,6,Alabama,US-AL,4
custom accent chair,6,Alabama,US-AL,0
bench,6,Alabama,US-AL,67
dining table,6,Delaware,US-DE,26
custom dining chair,6,Delaware,US-DE,0
accent chair,6,Delaware,US-DE,4
custom accent chair,6,Delaware,US-DE,0
bench,6,Delaware,US-DE,70
dining table,6,Nevada,US-NV,30
custom dining chair,6,Nevada,US-NV,0
accent chair,6,Nevada,US-NV,3
custom accent chair,6,Nevada,US-NV,0
bench,6,Nevada,US-NV,67
dining table,6,Illinois,US-IL,27
custom dining chair,6,Illinois,US-IL,0
accent chair,6,Illinois,US-IL,4
custom accent chair,6,Illinois,US-IL,0
bench,6,Illinois,US-IL,69
dining table,6,Pennsylvania,US-PA,26
custom dining chair,6,Pennsylvania,US-PA,0
accent chair,6,Pennsylvania,US-PA,4
custom accent chair,6,Pennsylvania,US-PA,0
bench,6,Pennsylvania,US-PA,70
dining table,6,Colorado,US-CO,25
custom dining chair,6,Colorado,US-CO,0
accent chair,6,Colorado,US-CO,4
custom accent chair,6,Colorado,US-CO,0
bench,6,Colorado,US-CO,71
dining table,6,Utah,US-UT,23
custom dining chair,6,Utah,US-UT,0
accent chair,6,Utah,US-UT,4
custom accent chair,6,Utah,US-UT,0
bench,6,Utah,US-UT,73
dining table,6,Ohio,US-OH,27
custom dining chair,6,Ohio,US-OH,0
accent chair,6,Ohio,US-OH,4
custom accent chair,6,Ohio,US-OH,0
bench,6,Ohio,US-OH,69
dining table,6,Oregon,US-OR,26
custom dining chair,6,Oregon,US-OR,0
accent chair,6,Oregon,US-OR,3
custom accent chair,6,Oregon,US-OR,0
bench,6,Oregon,US-OR,71
dining table,6,Louisiana,US-LA,26
custom dining chair,6,Louisiana,US-LA,0
accent chair,6,Louisiana,US-LA,4
custom accent chair,6,Louisiana,US-LA,0
bench,6,Louisiana,US-LA,70
dining table,6,Tennessee,US-TN,26
custom dining chair,6,Tennessee,US-TN,0
accent chair,6,Tennessee,US-TN,4
custom accent chair,6,Tennessee,US-TN,0
bench,6,Tennessee,US-TN,70
dining table,6,Minnesota,US-MN,23
custom dining chair,6,Minnesota,US-MN,0
accent chair,6,Minnesota,US-MN,3
custom accent chair,6,Minnesota,US-MN,0
bench,6,Minnesota,US-MN,74
dining table,6,Idaho,US-ID,19
custom dining chair,6,Idaho,US-ID,0
accent chair,6,Idaho,US-ID,2
custom accent chair,6,Idaho,US-ID,0
bench,6,Idaho,US-ID,79
dining table,6,Rhode Island,US-RI,25
custom dining chair,6,Rhode Island,US-RI,0
accent chair,6,Rhode Island,US-RI,3
custom accent chair,6,Rhode Island,US-RI,0
bench,6,Rhode Island,US-RI,72
dining table,6,Michigan,US-MI,24
custom dining chair,6,Michigan,US-MI,0
accent chair,6,Michigan,US-MI,3
custom accent chair,6,Michigan,US-MI,0
bench,6,Michigan,US-MI,73
dining table,6,Missouri,US-MO,23
custom dining chair,6,Missouri,US-MO,0
accent chair,6,Missouri,US-MO,4
custom accent chair,6,Missouri,US-MO,0
bench,6,Missouri,US-MO,73
dining table,6,Oklahoma,US-OK,24
custom dining chair,6,Oklahoma,US-OK,0
accent chair,6,Oklahoma,US-OK,3
custom accent chair,6,Oklahoma,US-OK,0
bench,6,Oklahoma,US-OK,73
dining table,6,New Hampshire,US-NH,22
custom dining chair,6,New Hampshire,US-NH,0
accent chair,6,New Hampshire,US-NH,2
custom accent chair,6,New Hampshire,US-NH,0
bench,6,New Hampshire,US-NH,76
dining table,6,Kentucky,US-KY,23
custom dining chair,6,Kentucky,US-KY,0
accent chair,6,Kentucky,US-KY,3
custom accent chair,6,Kentucky,US-KY,0
bench,6,Kentucky,US-KY,74
dining table,6,Mississippi,US-MS,25
custom dining chair,6,Mississippi,US-MS,0
accent chair,6,Mississippi,US-MS,4
custom accent chair,6,Mississippi,US-MS,0
bench,6,Mississippi,US-MS,71
dining table,6,Indiana,US-IN,23
custom dining chair,6,Indiana,US-IN,0
accent chair,6,Indiana,US-IN,3
custom accent chair,6,Indiana,US-IN,0
bench,6,Indiana,US-IN,74
dining table,6,Arkansas,US-AR,24
custom dining chair,6,Arkansas,US-AR,0
accent chair,6,Arkansas,US-AR,3
custom accent chair,6,Arkansas,US-AR,0
bench,6,Arkansas,US-AR,73
dining table,6,Maine,US-ME,22
custom dining chair,6,Maine,US-ME,0
accent chair,6,Maine,US-ME,2
custom accent chair,6,Maine,US-ME,0
bench,6,Maine,US-ME,76
dining table,6,Vermont,US-VT,18
custom dining chair,6,Vermont,US-VT,0
accent chair,6,Vermont,US-VT,2
custom accent chair,6,Vermont,US-VT,0
bench,6,Vermont,US-VT,80
dining table,6,New Mexico,US-NM,24
custom dining chair,6,New Mexico,US-NM,0
accent chair,6,New Mexico,US-NM,2
custom accent chair,6,New Mexico,US-NM,0
bench,6,New Mexico,US-NM,74
dining table,6,Nebraska,US-NE,21
custom dining chair,6,Nebraska,US-NE,0
accent chair,6,Nebraska,US-NE,3
custom accent chair,6,Nebraska,US-NE,0
bench,6,Nebraska,US-NE,76
dining table,6,Wisconsin,US-WI,21
custom dining chair,6,Wisconsin,US-WI,0
accent chair,6,Wisconsin,US-WI,3
custom accent chair,6,Wisconsin,US-WI,0
bench,6,Wisconsin,US-WI,76
dining table,6,Hawaii,US-HI,24
custom dining chair,6,Hawaii,US-HI,0
accent chair,6,Hawaii,US-HI,2
custom accent chair,6,Hawaii,US-HI,0
bench,6,Hawaii,US-HI,74
dining table,6,Iowa,US-IA,20
custom dining chair,6,Iowa,US-IA,0
accent chair,6,Iowa,US-IA,3
custom accent chair,6,Iowa,US-IA,0
bench,6,Iowa,US-IA,77
dining table,6,Montana,US-MT,16
custom dining chair,6,Montana,US-MT,0
accent chair,6,Montana,US-MT,2
custom accent chair,6,Montana,US-MT,0
bench,6,Montana,US-MT,82
dining table,6,West Virginia,US-WV,20
custom dining chair,6,West Virginia,US-WV,0
accent chair,6,West Virginia,US-WV,2
custom accent chair,6,West Virginia,US-WV,0
bench,6,West Virginia,US-WV,78
dining table,6,South Dakota,US-SD,18
custom dining chair,6,South Dakota,US-SD,0
accent chair,6,South Dakota,US-SD,3
custom accent chair,6,South Dakota,US-SD,0
bench,6,South Dakota,US-SD,79
dining table,6,North Dakota,US-ND,18
custom dining chair,6,North Dakota,US-ND,0
accent chair,6,North Dakota,US-ND,3
custom accent chair,6,North Dakota,US-ND,0
bench,6,North Dakota,US-ND,79
dining table,6,Alaska,US-AK,18
custom dining chair,6,Alaska,US-AK,0
accent chair,6,Alaska,US-AK,2
custom accent chair,6,Alaska,US-AK,0
bench,6,Alaska,US-AK,80
dining table,7,Wyoming,US-WY,70
custom bench,7,Wyoming,US-WY,3
console table,7,Wyoming,US-WY,17
custom console table,7,Wyoming,US-WY,1
custom furniture,7,Wyoming,US-WY,9
dining table,7,New Jersey,US-NJ,78
custom bench,7,New Jersey,US-NJ,0
console table,7,New Jersey,US-NJ,19
custom console table,7,New Jersey,US-NJ,0
custom furniture,7,New Jersey,US-NJ,3
dining table,7,New York,US-NY,79
custom bench,7,New York,US-NY,0
console table,7,New York,US-NY,18
custom console table,7,New York,US-NY,0
custom furniture,7,New York,US-NY,3
dining table,7,District of Columbia,US-DC,74
custom bench,7,District of Columbia,US-DC,1
console table,7,District of Columbia,US-DC,22
custom console table,7,District of Columbia,US-DC,0
custom furniture,7,District of Columbia,US-DC,3
dining table,7,California,US-CA,79
custom bench,7,California,US-CA,1
console table,7,California,US-CA,17
custom console table,7,California,US-CA,0
custom furniture,7,California,US-CA,3
dining table,7,Florida,US-FL,77
custom bench,7,Florida,US-FL,0
console table,7,Florida,US-FL,19
custom console table,7,Florida,US-FL,0
custom furniture,7,Florida,US-FL,4
dining table,7,Connecticut,US-CT,79
custom bench,7,Connecticut,US-CT,1
console table,7,Connecticut,US-CT,17
custom console table,7,Connecticut,US-CT,0
custom furniture,7,Connecticut,US-CT,3
dining table,7,Massachusetts,US-MA,77
custom bench,7,Massachusetts,US-MA,1
console table,7,Massachusetts,US-MA,19
custom console table,7,Massachusetts,US-MA,0
custom furniture,7,Massachusetts,US-MA,3
dining table,7,Washington,US-WA,78
custom bench,7,Washington,US-WA,1
console table,7,Washington,US-WA,18
custom console table,7,Washington,US-WA,0
custom furniture,7,Washington,US-WA,3
dining table,7,Georgia,US-GA,77
custom bench,7,Georgia,US-GA,1
console table,7,Georgia,US-GA,19
custom console table,7,Georgia,US-GA,0
custom furniture,7,Georgia,US-GA,3
dining table,7,Maryland,US-MD,79
custom bench,7,Maryland,US-MD,1
console table,7,Maryland,US-MD,18
custom console table,7,Maryland,US-MD,0
custom furniture,7,Maryland,US-MD,2
dining table,7,North Carolina,US-NC,75
custom bench,7,North Carolina,US-NC,1
console table,7,North Carolina,US-NC,19
custom console table,7,North Carolina,US-NC,0
custom furniture,7,North Carolina,US-NC,5
dining table,7,Kansas,US-KS,75
custom bench,7,Kansas,US-KS,1
console table,7,Kansas,US-KS,20
custom console table,7,Kansas,US-KS,0
custom furniture,7,Kansas,US-KS,4
dining table,7,Arizona,US-AZ,78
custom bench,7,Arizona,US-AZ,1
console table,7,Arizona,US-AZ,18
custom console table,7,Arizona,US-AZ,0
custom furniture,7,Arizona,US-AZ,3
dining table,7,South Carolina,US-SC,76
custom bench,7,South Carolina,US-SC,1
console table,7,South Carolina,US-SC,20
custom console table,7,South Carolina,US-SC,0
custom furniture,7,South Carolina,US-SC,3
dining table,7,Texas,US-TX,77
custom bench,7,Texas,US-TX,1
console table,7,Texas,US-TX,19
custom console table,7,Texas,US-TX,0
custom furniture,7,Texas,US-TX,3
dining table,7,Virginia,US-VA,77
custom bench,7,Virginia,US-VA,1
console table,7,Virginia,US-VA,19
custom console table,7,Virginia,US-VA,0
custom furniture,7,Virginia,US-VA,3
dining table,7,Alabama,US-AL,79
custom bench,7,Alabama,US-AL,1
console table,7,Alabama,US-AL,17
custom console table,7,Alabama,US-AL,0
custom furniture,7,Alabama,US-AL,3
dining table,7,Delaware,US-DE,77
custom bench,7,Delaware,US-DE,1
console table,7,Delaware,US-DE,19
custom console table,7,Delaware,US-DE,0
custom furniture,7,Delaware,US-DE,3
