keyword,batch,geo_name,geo_code,index
sofa,0,Maryland,US-MD,29
bed frame,0,Maryland,US-MD,11
desk,0,Maryland,US-MD,44
bookshelf,0,Maryland,US-MD,5
dining table,0,North Carolina,US-NC,11
sofa,0,North Carolina,US-NC,25
bed frame,0,North Carolina,US-NC,12
desk,0,North Carolina,US-NC,46
bookshelf,0,North Carolina,US-NC,6
dining table,0,Kansas,US-KS,10
sofa,0,Kansas,US-KS,23
bed frame,0,Kansas,US-KS,12
desk,0,Kansas,US-KS,48
bookshelf,0,Kansas,US-KS,7
dining table,0,Arizona,US-AZ,11
sofa,0,Arizona,US-AZ,23
bed frame,0,Arizona,US-AZ,13
desk,0,Arizona,US-AZ,47
bookshelf,0,Arizona,US-AZ,6
dining table,0,South Carolina,US-SC,12
sofa,0,South Carolina,US-SC,26
bed frame,0,South Carolina,US-SC,13
desk,0,South Carolina,US-SC,44
bookshelf,0,South Carolina,US-SC,5
dining table,0,Texas,US-TX,11
sofa,0,Texas,US-TX,23
bed frame,0,Texas,US-TX,13
desk,0,Texas,US-TX,47
bookshelf,0,Texas,US-TX,6
dining table,0,Virginia,US-VA,10
sofa,0,Virginia,US-VA,27
bed frame,0,Virginia,US-VA,11
desk,0,Virginia,US-VA,46
bookshelf,0,Virginia,US-VA,6
dining table,0,Alabama,US-AL,12
sofa,0,Alabama,US-AL,26
bed frame,0,Alabama,US-AL,12
desk,0,Alabama,US-AL,45
bookshelf,0,Alabama,US-AL,5
dining table,0,Delaware,US-DE,11
sofa,0,Delaware,US-DE,29
bed frame,0,Delaware,US-DE,12
desk,0,Delaware,US-DE,43
bookshelf,0,Delaware,US-DE,5
dining table,0,Nevada,US-NV,11
sofa,0,Nevada,US-NV,22
bed frame,0,Nevada,US-NV,13
desk,0,Nevada,US-NV,49
bookshelf,0,Nevada,US-NV,5
dining table,0,Illinois,US-IL,10
sofa,0,Illinois,US-IL,25
bed frame,0,Illinois,US-IL,11
desk,0,Illinois,US-IL,48
bookshelf,0,Illinois,US-IL,6
dining table,0,Pennsylvania,US-PA,11
sofa,0,Pennsylvania,US-PA,26
bed frame,0,Pennsylvania,US-PA,12
desk,0,Pennsylvania,US-PA,45
bookshelf,0,Pennsylvania,US-PA,6
dining table,0,Colorado,US-CO,10
sofa,0,Colorado,US-CO,23
bed frame,0,Colorado,US-CO,12
desk,0,Colorado,US-CO,48
bookshelf,0,Colorado,US-CO,7
dining table,0,Utah,US-UT,10
sofa,0,Utah,US-UT,21
bed frame,0,Utah,US-UT,14
desk,0,Utah,US-UT,48
bookshelf,0,Utah,US-UT,7
dining table,0,Ohio,US-OH,11
sofa,0,Ohio,US-OH,22
bed frame,0,Ohio,US-OH,14
desk,0,Ohio,US-OH,47
bookshelf,0,Ohio,US-OH,6
dining table,0,Oregon,US-OR,10
sofa,0,Oregon,US-OR,24
bed frame,0,Oregon,US-OR,14
desk,0,Oregon,US-OR,45
bookshelf,0,Oregon,US-OR,7
dining table,0,Louisiana,US-LA,10
sofa,0,Louisiana,US-LA,31
bed frame,0,Louisiana,US-LA,12
desk,0,Louisiana,US-LA,42
bookshelf,0,Louisiana,US-LA,5
dining table,0,Tennessee,US-TN,10
sofa,0,Tennessee,US-TN,25
bed frame,0,Tennessee,US-TN,12
desk,0,Tennessee,US-TN,47
bookshelf,0,Tennessee,US-TN,6
dining table,0,Minnesota,US-MN,10
sofa,0,Minnesota,US-MN,23
bed frame,0,Minnesota,US-MN,13
desk,0,Minnesota,US-MN,48
bookshelf,0,Minnesota,US-MN,6
dining table,0,Idaho,US-ID,10
sofa,0,Idaho,US-ID,21
bed frame,0,Idaho,US-ID,15
desk,0,Idaho,US-ID,47
bookshelf,0,Idaho,US-ID,7
dining table,0,Rhode Island,US-RI,10
sofa,0,Rhode Island,US-RI,25
bed frame,0,Rhode Island,US-RI,12
desk,0,Rhode Island,US-RI,47
bookshelf,0,Rhode Island,US-RI,6
dining table,0,Michigan,US-MI,10
sofa,0,Michigan,US-MI,22
bed frame,0,Michigan,US-MI,14
desk,0,Michigan,US-MI,48
bookshelf,0,Michigan,US-MI,6
dining table,0,Missouri,US-MO,10
sofa,0,Missouri,US-MO,22
bed frame,0,Missouri,US-MO,13
desk,0,Missouri,US-MO,49
bookshelf,0,Missouri,US-MO,6
dining table,0,Oklahoma,US-OK,10
sofa,0,Oklahoma,US-OK,22
bed frame,0,Oklahoma,US-OK,14
desk,0,Oklahoma,US-OK,48
bookshelf,0,Oklahoma,US-OK,6
dining table,0,New Hampshire,US-NH,10
sofa,0,New Hampshire,US-NH,23
bed frame,0,New Hampshire,US-NH,12
desk,0,New Hampshire,US-NH,49
bookshelf,0,New Hampshire,US-NH,6
dining table,0,Kentucky,US-KY,10
sofa,0,Kentucky,US-KY,24
bed frame,0,Kentucky,US-KY,13
desk,0,Kentucky,US-KY,47
bookshelf,0,Kentucky,US-KY,6
dining table,0,Mississippi,US-MS,10
sofa,0,Mississippi,US-MS,23
bed frame,0,Mississippi,US-MS,13
desk,0,Mississippi,US-MS,49
bookshelf,0,Mississippi,US-MS,5
dining table,0,Indiana,US-IN,9
sofa,0,Indiana,US-IN,22
bed frame,0,Indiana,US-IN,15
desk,0,Indiana,US-IN,48
bookshelf,0,Indiana,US-IN,6
dining table,0,Arkansas,US-AR,9
sofa,0,Arkansas,US-AR,25
bed frame,0,Arkansas,US-AR,14
desk,0,Arkansas,US-AR,46
bookshelf,0,Arkansas,US-AR,6
dining table,0,Maine,US-ME,9
sofa,0,Maine,US-ME,24
bed frame,0,Maine,US-ME,14
desk,0,Maine,US-ME,47
bookshelf,0,Maine,US-ME,6
dining table,0,Vermont,US-VT,9
sofa,0,Vermont,US-VT,24
bed frame,0,Vermont,US-VT,13
desk,0,Vermont,US-VT,48
bookshelf,0,Vermont,US-VT,6
dining table,0,New Mexico,US-NM,9
sofa,0,New Mexico,US-NM,21
bed frame,0,New Mexico,US-NM,15
desk,0,New Mexico,US-NM,50
bookshelf,0,New Mexico,US-NM,5
dining table,0,Nebraska,US-NE,9
sofa,0,Nebraska,US-NE,21
bed frame,0,Nebraska,US-NE,13
desk,0,Nebraska,US-NE,50
bookshelf,0,Nebraska,US-NE,7
dining table,0,Wisconsin,US-WI,9
sofa,0,Wisconsin,US-WI,22
bed frame,0,Wisconsin,US-WI,13
desk,0,Wisconsin,US-WI,50
bookshelf,0,Wisconsin,US-WI,6
dining table,0,Hawaii,US-HI,9
sofa,0,Hawaii,US-HI,24
bed frame,0,Hawaii,US-HI,12
desk,0,Hawaii,US-HI,50
bookshelf,0,Hawaii,US-HI,5
dining table,0,Iowa,US-IA,9
sofa,0,Iowa,US-IA,22
bed frame,0,Iowa,US-IA,13
desk,0,Iowa,US-IA,50
bookshelf,0,Iowa,US-IA,6
dining table,0,Montana,US-MT,9
sofa,0,Montana,US-MT,20
bed frame,0,Montana,US-MT,14
desk,0,Montana,US-MT,48
bookshelf,0,Montana,US-MT,9
dining table,0,West Virginia,US-WV,9
sofa,0,West Virginia,US-WV,21
bed frame,0,West Virginia,US-WV,14
desk,0,West Virginia,US-WV,50
bookshelf,0,West Virginia,US-WV,6
dining table,0,South Dakota,US-SD,9
sofa,0,South Dakota,US-SD,20
bed frame,0,South Dakota,US-SD,14
desk,0,South Dakota,US-SD,51
bookshelf,0,South Dakota,US-SD,6
dining table,0,North Dakota,US-ND,8
sofa,0,North Dakota,US-ND,22
bed frame,0,North Dakota,US-ND,14
desk,0,North Dakota,US-ND,51
bookshelf,0,North Dakota,US-ND,5
dining table,0,Alaska,US-AK,7
sofa,0,Alaska,US-AK,19
bed frame,0,Alaska,US-AK,15
desk,0,Alaska,US-AK,53
bookshelf,0,Alaska,US-AK,6
dining table,1,Wyoming,US-WY,30
dresser,1,Wyoming,US-WY,22
wardrobe,1,Wyoming,US-WY,11
coffee table,1,Wyoming,US-WY,28
nightstand,1,Wyoming,US-WY,9
dining table,1,New Jersey,US-NJ,29
dresser,1,New Jersey,US-NJ,26
wardrobe,1,New Jersey,US-NJ,13
coffee table,1,New Jersey,US-NJ,23
nightstand,1,New Jersey,US-NJ,9
dining table,1,New York,US-NY,27
dresser,1,New York,US-NY,28
wardrobe,1,New York,US-NY,14
coffee table,1,New York,US-NY,23
nightstand,1,New York,US-NY,8
dining table,1,District of Columbia,US-DC,24
dresser,1,District of Columbia,US-DC,27
wardrobe,1,District of Columbia,US-DC,12
coffee table,1,District of Columbia,US-DC,28
nightstand,1,District of Columbia,US-DC,9
dining table,1,California,US-CA,29
dresser,1,California,US-CA,27
wardrobe,1,California,US-CA,12
coffee table,1,California,US-CA,24
nightstand,1,California,US-CA,8
dining table,1,Florida,US-FL,29
dresser,1,Florida,US-FL,28
wardrobe,1,Florida,US-FL,11
coffee table,1,Florida,US-FL,23
nightstand,1,Florida,US-FL,9
dining table,1,Connecticut,US-CT,27
dresser,1,Connecticut,US-CT,30
wardrobe,1,Connecticut,US-CT,12
coffee table,1,Connecticut,US-CT,24
nightstand,1,Connecticut,US-CT,7
dining table,1,Massachusetts,US-MA,26
dresser,1,Massachusetts,US-MA,30
wardrobe,1,Massachusetts,US-MA,12
coffee table,1,Massachusetts,US-MA,24
nightstand,1,Massachusetts,US-MA,8
dining table,1,Washington,US-WA,27
dresser,1,Washington,US-WA,28
wardrobe,1,Washington,US-WA,13
coffee table,1,Washington,US-WA,24
nightstand,1,Washington,US-WA,8
dining table,1,Georgia,US-GA,27
dresser,1,Georgia,US-GA,28
wardrobe,1,Georgia,US-GA,13
coffee table,1,Georgia,US-GA,23
nightstand,1,Georgia,US-GA,9
dining table,1,Maryland,US-MD,27
dresser,1,Maryland,US-MD,30
wardrobe,1,Maryland,US-MD,13
coffee table,1,Maryland,US-MD,22
nightstand,1,Maryland,US-MD,8
dining table,1,North Carolina,US-NC,27
dresser,1,North Carolina,US-NC,29
wardrobe,1,North Carolina,US-NC,12
coffee table,1,North Carolina,US-NC,23
nightstand,1,North Carolina,US-NC,9
dining table,1,Kansas,US-KS,26
dresser,1,Kansas,US-KS,30
wardrobe,1,Kansas,US-KS,14
coffee table,1,Kansas,US-KS,22
nightstand,1,Kansas,US-KS,8
dining table,1,Arizona,US-AZ,27
dresser,1,Arizona,US-AZ,30
wardrobe,1,Arizona,US-AZ,11
coffee table,1,Arizona,US-AZ,23
nightstand,1,Arizona,US-AZ,9
dining table,1,South Carolina,US-SC,26
dresser,1,South Carolina,US-SC,33
wardrobe,1,South Carolina,US-SC,11
coffee table,1,South Carolina,US-SC,22
nightstand,1,South Carolina,US-SC,8
dining table,1,Texas,US-TX,28
dresser,1,Texas,US-TX,28
wardrobe,1,Texas,US-TX,12
coffee table,1,Texas,US-TX,23
nightstand,1,Texas,US-TX,9
dining table,1,Virginia,US-VA,27
dresser,1,Virginia,US-VA,28
wardrobe,1,Virginia,US-VA,13
coffee table,1,Virginia,US-VA,24
nightstand,1,Virginia,US-VA,8
dining table,1,Alabama,US-AL,27
dresser,1,Alabama,US-AL,31
wardrobe,1,Alabama,US-AL,11
coffee table,1,Alabama,US-AL,22
nightstand,1,Alabama,US-AL,9
dining table,1,Delaware,US-DE,26
dresser,1,Delaware,US-DE,31
wardrobe,1,Delaware,US-DE,12
coffee table,1,Delaware,US-DE,24
nightstand,1,Delaware,US-DE,7
dining table,1,Nevada,US-NV,30
dresser,1,Nevada,US-NV,27
wardrobe,1,Nevada,US-NV,13
coffee table,1,Nevada,US-NV,22
nightstand,1,Nevada,US-NV,8
dining table,1,Illinois,US-IL,24
dresser,1,Illinois,US-IL,29
wardrobe,1,Illinois,US-IL,13
coffee table,1,Illinois,US-IL,25
nightstand,1,Illinois,US-IL,9
dining table,1,Pennsylvania,US-PA,24
dresser,1,Pennsylvania,US-PA,32
wardrobe,1,Pennsylvania,US-PA,14
coffee table,1,Pennsylvania,US-PA,22
nightstand,1,Pennsylvania,US-PA,8
dining table,1,Colorado,US-CO,25
dresser,1,Colorado,US-CO,28
wardrobe,1,Colorado,US-CO,13
coffee table,1,Colorado,US-CO,24
nightstand,1,Colorado,US-CO,10
dining table,1,Utah,US-UT,24
dresser,1,Utah,US-UT,31
wardrobe,1,Utah,US-UT,14
coffee table,1,Utah,US-UT,20
nightstand,1,Utah,US-UT,11
dining table,1,Ohio,US-OH,27
dresser,1,Ohio,US-OH,30
wardrobe,1,Ohio,US-OH,12
coffee table,1,Ohio,US-OH,23
nightstand,1,Ohio,US-OH,8
dining table,1,Oregon,US-OR,25
dresser,1,Oregon,US-OR,29
wardrobe,1,Oregon,US-OR,14
coffee table,1,Oregon,US-OR,23
nightstand,1,Oregon,US-OR,9
dining table,1,Louisiana,US-LA,25
dresser,1,Louisiana,US-LA,30
wardrobe,1,Louisiana,US-LA,14
coffee table,1,Louisiana,US-LA,23
nightstand,1,Louisiana,US-LA,8
dining table,1,Tennessee,US-TN,24
dresser,1,Tennessee,US-TN,32
wardrobe,1,Tennessee,US-TN,12
coffee table,1,Tennessee,US-TN,23
nightstand,1,Tennessee,US-TN,9
dining table,1,Minnesota,US-MN,23
dresser,1,Minnesota,US-MN,34
wardrobe,1,Minnesota,US-MN,12
coffee table,1,Minnesota,US-MN,22
nightstand,1,Minnesota,US-MN,9
dining table,1,Idaho,US-ID,27
dresser,1,Idaho,US-ID,30
wardrobe,1,Idaho,US-ID,13
coffee table,1,Idaho,US-ID,21
nightstand,1,Idaho,US-ID,9
dining table,1,Rhode Island,US-RI,23
dresser,1,Rhode Island,US-RI,32
wardrobe,1,Rhode Island,US-RI,14
coffee table,1,Rhode Island,US-RI,24
nightstand,1,Rhode Island,US-RI,7
dining table,1,Michigan,US-MI,25
dresser,1,Michigan,US-MI,31
wardrobe,1,Michigan,US-MI,14
coffee table,1,Michigan,US-MI,22
nightstand,1,Michigan,US-MI,8
dining table,1,Missouri,US-MO,23
dresser,1,Missouri,US-MO,31
wardrobe,1,Missouri,US-MO,14
coffee table,1,Missouri,US-MO,24
nightstand,1,Missouri,US-MO,8
dining table,1,Oklahoma,US-OK,25
dresser,1,Oklahoma,US-OK,33
wardrobe,1,Oklahoma,US-OK,12
coffee table,1,Oklahoma,US-OK,22
nightstand,1,Oklahoma,US-OK,8
dining table,1,New Hampshire,US-NH,23
dresser,1,New Hampshire,US-NH,33
wardrobe,1,New Hampshire,US-NH,13
coffee table,1,New Hampshire,US-NH,23
nightstand,1,New Hampshire,US-NH,8
dining table,1,Kentucky,US-KY,24
dresser,1,Kentucky,US-KY,33
wardrobe,1,Kentucky,US-KY,13
coffee table,1,Kentucky,US-KY,22
nightstand,1,Kentucky,US-KY,8
dining table,1,Mississippi,US-MS,25
dresser,1,Mississippi,US-MS,33
wardrobe,1,Mississippi,US-MS,12
coffee table,1,Mississippi,US-MS,22
nightstand,1,Mississippi,US-MS,8
dining table,1,Indiana,US-IN,24
dresser,1,Indiana,US-IN,34
wardrobe,1,Indiana,US-IN,13
coffee table,1,Indiana,US-IN,21
nightstand,1,Indiana,US-IN,8
dining table,1,Arkansas,US-AR,24
dresser,1,Arkansas,US-AR,32
wardrobe,1,Arkansas,US-AR,12
coffee table,1,Arkansas,US-AR,23
nightstand,1,Arkansas,US-AR,9
dining table,1,Maine,US-ME,23
dresser,1,Maine,US-ME,34
wardrobe,1,Maine,US-ME,13
coffee table,1,Maine,US-ME,23
nightstand,1,Maine,US-ME,7
dining table,1,Vermont,US-VT,22
dresser,1,Vermont,US-VT,34
wardrobe,1,Vermont,US-VT,13
coffee table,1,Vermont,US-VT,24
nightstand,1,Vermont,US-VT,7
dining table,1,New Mexico,US-NM,26
dresser,1,New Mexico,US-NM,32
wardrobe,1,New Mexico,US-NM,14
coffee table,1,New Mexico,US-NM,21
nightstand,1,New Mexico,US-NM,7
dining table,1,Nebraska,US-NE,22
dresser,1,Nebraska,US-NE,30
wardrobe,1,Nebraska,US-NE,13
coffee table,1,Nebraska,US-NE,26
nightstand,1,Nebraska,US-NE,9
dining table,1,Wisconsin,US-WI,22
dresser,1,Wisconsin,US-WI,36
wardrobe,1,Wisconsin,US-WI,13
coffee table,1,Wisconsin,US-WI,21
nightstand,1,Wisconsin,US-WI,8
dining table,1,Hawaii,US-HI,26
dresser,1,Hawaii,US-HI,33
wardrobe,1,Hawaii,US-HI,15
coffee table,1,Hawaii,US-HI,20
nightstand,1,Hawaii,US-HI,6
dining table,1,Iowa,US-IA,23
dresser,1,Iowa,US-IA,34
wardrobe,1,Iowa,US-IA,13
coffee table,1,Iowa,US-IA,22
nightstand,1,Iowa,US-IA,8
dining table,1,Montana,US-MT,22
dresser,1,Montana,US-MT,33
wardrobe,1,Montana,US-MT,14
coffee table,1,Montana,US-MT,23
nightstand,1,Montana,US-MT,8
dining table,1,West Virginia,US-WV,23
dresser,1,West Virginia,US-WV,36
wardrobe,1,West Virginia,US-WV,14
coffee table,1,West Virginia,US-WV,20
nightstand,1,West Virginia,US-WV,7
dining table,1,South Dakota,US-SD,24
dresser,1,South Dakota,US-SD,34
wardrobe,1,South Dakota,US-SD,13
coffee table,1,South Dakota,US-SD,20
nightstand,1,South Dakota,US-SD,9
dining table,1,North Dakota,US-ND,23
dresser,1,North Dakota,US-ND,36
wardrobe,1,North Dakota,US-ND,12
coffee table,1,North Dakota,US-ND,21
nightstand,1,North Dakota,US-ND,8
dining table,1,Alaska,US-AK,22
dresser,1,Alaska,US-AK,34
wardrobe,1,Alaska,US-AK,16
coffee table,1,Alaska,US-AK,19
nightstand,1,Alaska,US-AK,9
dining table,2,Wyoming,US-WY,48
tv stand,2,Wyoming,US-WY,25
kitchen cabinets,2,Wyoming,US-WY,16
closet organizer,2,Wyoming,US-WY,3
custom sofa,2,Wyoming,US-WY,8
dining table,2,New Jersey,US-NJ,45
tv stand,2,New Jersey,US-NJ,23
kitchen cabinets,2,New Jersey,US-NJ,27
closet organizer,2,New Jersey,US-NJ,5
custom sofa,2,New Jersey,US-NJ,0
dining table,2,New York,US-NY,45
tv stand,2,New York,US-NY,26
kitchen cabinets,2,New York,US-NY,25
closet organizer,2,New York,US-NY,4
custom sofa,2,New York,US-NY,0
dining table,2,District of Columbia,US-DC,48
tv stand,2,District of Columbia,US-DC,27
kitchen cabinets,2,District of Columbia,US-DC,20
closet organizer,2,District of Columbia,US-DC,4
custom sofa,2,District of Columbia,US-DC,1
dining table,2,California,US-CA,49
tv stand,2,California,US-CA,23
kitchen cabinets,2,California,US-CA,22
closet organizer,2,California,US-CA,5
custom sofa,2,California,US-CA,1
dining table,2,Florida,US-FL,44
tv stand,2,Florida,US-FL,26
kitchen cabinets,2,Florida,US-FL,25
closet organizer,2,Florida,US-FL,4
custom sofa,2,Florida,US-FL,1
dining table,2,Connecticut,US-CT,43
tv stand,2,Connecticut,US-CT,24
kitchen cabinets,2,Connecticut,US-CT,29
closet organizer,2,Connecticut,US-CT,4
custom sofa,2,Connecticut,US-CT,0
dining table,2,Massachusetts,US-MA,43
tv stand,2,Massachusetts,US-MA,25
kitchen cabinets,2,Massachusetts,US-MA,27
closet organizer,2,Massachusetts,US-MA,5
custom sofa,2,Massachusetts,US-MA,0
dining table,2,Washington,US-WA,46
tv stand,2,Washington,US-WA,24
kitchen cabinets,2,Washington,US-WA,25
closet organizer,2,Washington,US-WA,5
custom sofa,2,Washington,US-WA,0
dining table,2,Georgia,US-GA,45
tv stand,2,Georgia,US-GA,26
kitchen cabinets,2,Georgia,US-GA,25
closet organizer,2,Georgia,US-GA,4
custom sofa,2,Georgia,US-GA,0
dining table,2,Maryland,US-MD,43
tv stand,2,Maryland,US-MD,28
kitchen cabinets,2,Maryland,US-MD,24
closet organizer,2,Maryland,US-MD,5
custom sofa,2,Maryland,US-MD,0
dining table,2,North Carolina,US-NC,44
tv stand,2,North Carolina,US-NC,26
kitchen cabinets,2,North Carolina,US-NC,26
closet organizer,2,North Carolina,US-NC,4
custom sofa,2,North Carolina,US-NC,0
dining table,2,Kansas,US-KS,41
tv stand,2,Kansas,US-KS,25
kitchen cabinets,2,Kansas,US-KS,30
closet organizer,2,Kansas,US-KS,3
custom sofa,2,Kansas,US-KS,1
dining table,2,Arizona,US-AZ,43
tv stand,2,Arizona,US-AZ,28
kitchen cabinets,2,Arizona,US-AZ,25
closet organizer,2,Arizona,US-AZ,4
custom sofa,2,Arizona,US-AZ,0
dining table,2,South Carolina,US-SC,42
tv stand,2,South Carolina,US-SC,26
kitchen cabinets,2,South Carolina,US-SC,28
closet organizer,2,South Carolina,US-SC,4
custom sofa,2,South Carolina,US-SC,0
dining table,2,Texas,US-TX,45
tv stand,2,Texas,US-TX,30
kitchen cabinets,2,Texas,US-TX,21
closet organizer,2,Texas,US-TX,4
custom sofa,2,Texas,US-TX,0
dining table,2,Virginia,US-VA,43
tv stand,2,Virginia,US-VA,27
kitchen cabinets,2,Virginia,US-VA,26
closet organizer,2,Virginia,US-VA,4
custom sofa,2,Virginia,US-VA,0
dining table,2,Alabama,US-AL,42
tv stand,2,Alabama,US-AL,28
kitchen cabinets,2,Alabama,US-AL,26
closet organizer,2,Alabama,US-AL,4
custom sofa,2,Alabama,US-AL,0
dining table,2,Delaware,US-DE,39
tv stand,2,Delaware,US-DE,28
kitchen cabinets,2,Delaware,US-DE,27
closet organizer,2,Delaware,US-DE,5
custom sofa,2,Delaware,US-DE,1
dining table,2,Nevada,US-NV,45
tv stand,2,Nevada,US-NV,28
kitchen cabinets,2,Nevada,US-NV,21
closet organizer,2,Nevada,US-NV,5
custom sofa,2,Nevada,US-NV,1
dining table,2,Illinois,US-IL,40
tv stand,2,Illinois,US-IL,27
kitchen cabinets,2,Illinois,US-IL,28
closet organizer,2,Illinois,US-IL,5
custom sofa,2,Illinois,US-IL,0
dining table,2,Pennsylvania,US-PA,37
tv stand,2,Pennsylvania,US-PA,29
kitchen cabinets,2,Pennsylvania,US-PA,30
closet organizer,2,Pennsylvania,US-PA,4
custom sofa,2,Pennsylvania,US-PA,0
dining table,2,Colorado,US-CO,41
tv stand,2,Colorado,US-CO,27
kitchen cabinets,2,Colorado,US-CO,27
closet organizer,2,Colorado,US-CO,4
custom sofa,2,Colorado,US-CO,1
dining table,2,Utah,US-UT,44
tv stand,2,Utah,US-UT,26
kitchen cabinets,2,Utah,US-UT,25
closet organizer,2,Utah,US-UT,4
custom sofa,2,Utah,US-UT,1
dining table,2,Ohio,US-OH,38
tv stand,2,Ohio,US-OH,29
kitchen cabinets,2,Ohio,US-OH,29
closet organizer,2,Ohio,US-OH,4
custom sofa,2,Ohio,US-OH,0
dining table,2,Oregon,US-OR,45
tv stand,2,Oregon,US-OR,23
kitchen cabinets,2,Oregon,US-OR,26
closet organizer,2,Oregon,US-OR,5
custom sofa,2,Oregon,US-OR,1
dining table,2,Louisiana,US-LA,41
tv stand,2,Louisiana,US-LA,29
kitchen cabinets,2,Louisiana,US-LA,26
closet organizer,2,Louisiana,US-LA,3
custom sofa,2,Louisiana,US-LA,1
dining table,2,Tennessee,US-TN,40
tv stand,2,Tennessee,US-TN,28
kitchen cabinets,2,Tennessee,US-TN,28
closet organizer,2,Tennessee,US-TN,4
custom sofa,2,Tennessee,US-TN,0
dining table,2,Minnesota,US-MN,39
tv stand,2,Minnesota,US-MN,29
kitchen cabinets,2,Minnesota,US-MN,27
closet organizer,2,Minnesota,US-MN,5
custom sofa,2,Minnesota,US-MN,0
dining table,2,Idaho,US-ID,42
tv stand,2,Idaho,US-ID,25
kitchen cabinets,2,Idaho,US-ID,29
closet organizer,2,Idaho,US-ID,4
custom sofa,2,Idaho,US-ID,0
dining table,2,Rhode Island,US-RI,37
tv stand,2,Rhode Island,US-RI,27
kitchen cabinets,2,Rhode Island,US-RI,31
closet organizer,2,Rhode Island,US-RI,5
custom sofa,2,Rhode Island,US-RI,0
dining table,2,Michigan,US-MI,36
tv stand,2,Michigan,US-MI,28
kitchen cabinets,2,Michigan,US-MI,31
closet organizer,2,Michigan,US-MI,5
custom sofa,2,Michigan,US-MI,0
dining table,2,Missouri,US-MO,38
tv stand,2,Missouri,US-MO,27
kitchen cabinets,2,Missouri,US-MO,30
closet organizer,2,Missouri,US-MO,5
custom sofa,2,Missouri,US-MO,0
dining table,2,Oklahoma,US-OK,42
tv stand,2,Oklahoma,US-OK,29
kitchen cabinets,2,Oklahoma,US-OK,26
closet organizer,2,Oklahoma,US-OK,3
custom sofa,2,Oklahoma,US-OK,0
dining table,2,New Hampshire,US-NH,36
tv stand,2,New Hampshire,US-NH,25
kitchen cabinets,2,New Hampshire,US-NH,35
closet organizer,2,New Hampshire,US-NH,4
custom sofa,2,New Hampshire,US-NH,0
dining table,2,Kentucky,US-KY,36
tv stand,2,Kentucky,US-KY,30
kitchen cabinets,2,Kentucky,US-KY,31
closet organizer,2,Kentucky,US-KY,3
custom sofa,2,Kentucky,US-KY,0
dining table,2,Mississippi,US-MS,38
tv stand,2,Mississippi,US-MS,30
kitchen cabinets,2,Mississippi,US-MS,29
closet organizer,2,Mississippi,US-MS,3
custom sofa,2,Mississippi,US-MS,0
dining table,2,Indiana,US-IN,36
tv stand,2,Indiana,US-IN,31
kitchen cabinets,2,Indiana,US-IN,29
closet organizer,2,Indiana,US-IN,4
custom sofa,2,Indiana,US-IN,0
dining table,2,Arkansas,US-AR,39
tv stand,2,Arkansas,US-AR,29
kitchen cabinets,2,Arkansas,US-AR,29
closet organizer,2,Arkansas,US-AR,3
custom sofa,2,Arkansas,US-AR,0
dining table,2,Maine,US-ME,36
tv stand,2,Maine,US-ME,24
kitchen cabinets,2,Maine,US-ME,35
closet organizer,2,Maine,US-ME,5
custom sofa,2,Maine,US-ME,0
dining table,2,Vermont,US-VT,38
tv stand,2,Vermont,US-VT,20
kitchen cabinets,2,Vermont,US-VT,37
closet organizer,2,Vermont,US-VT,4
custom sofa,2,Vermont,US-VT,1
dining table,2,New Mexico,US-NM,39
tv stand,2,New Mexico,US-NM,28
kitchen cabinets,2,New Mexico,US-NM,29
closet organizer,2,New Mexico,US-NM,4
custom sofa,2,New Mexico,US-NM,0
dining table,2,Nebraska,US-NE,35
tv stand,2,Nebraska,US-NE,32
kitchen cabinets,2,Nebraska,US-NE,29
closet organizer,2,Nebraska,US-NE,4
custom sofa,2,Nebraska,US-NE,0
dining table,2,Wisconsin,US-WI,33
tv stand,2,Wisconsin,US-WI,31
kitchen cabinets,2,Wisconsin,US-WI,31
closet organizer,2,Wisconsin,US-WI,5
custom sofa,2,Wisconsin,US-WI,0
dining table,2,Hawaii,US-HI,42
tv stand,2,Hawaii,US-HI,27
kitchen cabinets,2,Hawaii,US-HI,25
closet organizer,2,Hawaii,US-HI,5
custom sofa,2,Hawaii,US-HI,1
dining table,2,Iowa,US-IA,34
tv stand,2,Iowa,US-IA,32
kitchen cabinets,2,Iowa,US-IA,30
closet organizer,2,Iowa,US-IA,4
custom sofa,2,Iowa,US-IA,0
dining table,2,Montana,US-MT,36
tv stand,2,Montana,US-MT,25
kitchen cabinets,2,Montana,US-MT,34
closet organizer,2,Montana,US-MT,5
custom sofa,2,Montana,US-MT,0
dining table,2,West Virginia,US-WV,30
tv stand,2,West Virginia,US-WV,30
kitchen cabinets,2,West Virginia,US-WV,36
closet organizer,2,West Virginia,US-WV,4
custom sofa,2,West Virginia,US-WV,0
dining table,2,South Dakota,US-SD,33
tv stand,2,South Dakota,US-SD,30
kitchen cabinets,2,South Dakota,US-SD,31
closet organizer,2,South Dakota,US-SD,6
custom sofa,2,South Dakota,US-SD,0
dining table,2,North Dakota,US-ND,34
tv stand,2,North Dakota,US-ND,34
kitchen cabinets,2,North Dakota,US-ND,26
closet organizer,2,North Dakota,US-ND,5
custom sofa,2,North Dakota,US-ND,1
dining table,2,Alaska,US-AK,36
tv stand,2,Alaska,US-AK,26
kitchen cabinets,2,Alaska,US-AK,31
closet organizer,2,Alaska,US-AK,6
